icons,is_cre_manual,hqChart,intime,channelid,ctime,mtime,authoruid,level,vid,ipad_vid,video_time_length,categoryid,mediaid,templateid,productid,ext_0,ext_1,ext_2,ext_3,ext_4,docid,url,urls,wapurl,wapurls,wapsummary,title,stitle,summary,intro,author,commentid,video_id,keywords,media_name,columnid,subjectid,img,images,lids,oid,mlids,ext,important,comment_reply,comment_show,comment_total
,0,"{""stockCharts"":""no"",""stockCode"":"""",""stockMarket"":"""",""mulStockChart"":"""",""isStaticStock"":""""}",2024-12-03 14:44:47+08:00,31,2024-12-03 14:09:00+08:00,2024-12-03 14:44:44+08:00,0,2,0,0,0,1,0,0,0,0,0,0,0,0,comos:ncyekxq8404600,https://finance.sina.com.cn/stock/usstock/c/2024-12-03/doc-incyekxq8404600.shtml,"[""https:\/\/finance.sina.com.cn\/stock\/usstock\/c\/2024-12-03\/doc-incyekxq8404600.shtml""]",https://finance.sina.cn/usstock/mggd/2024-12-03/detail-incyekxq8404600.d.html,"[""https:\/\/finance.sina.cn\/usstock\/mggd\/2024-12-03\/detail-incyekxq8404600.d.html"",""http:\/\/finance.sina.cn\/usstock\/mggd\/2024-12-03\/detail-incyekxq8404600.d.html""]",,洛克菲勒警告：美国市场正形成一个史无前例的泡沫！,,,来源：金十数据 尽管全球地缘政治和宏观经济担忧日益加剧，但国际投资者似乎在一点上达成共识：增持美国资产。 然而，洛克菲勒国际主席Ruchir Sharma指出...,,cj:comos-ncyekxq8404600:0,,,市场资讯,"1840,1850,2018,2032",,"{'u': 'http://n.sinaimg.cn/finance/c30320b4/20210712/wx_poster_finance1.png', 'w': 100, 'h': 100, 't': ''}",[],"295,747,1059,1083,1084,1131,1134,2509,2516,2517,2518,2519,2544,2671,2672,2676,3076,3318",763639677,,1,,,,
,0,"{""stockCharts"":""no"",""stockCode"":"""",""stockMarket"":"""",""mulStockChart"":"""",""isStaticStock"":""""}",2024-12-03 14:44:16+08:00,31,2024-12-03 14:08:27+08:00,2024-12-03 14:44:12+08:00,0,2,0,0,0,1,0,0,0,0,0,0,0,0,comos:ncyekxv1623243,https://finance.sina.com.cn/roll/2024-12-03/doc-incyekxv1623243.shtml,"[""https:\/\/finance.sina.com.cn\/roll\/2024-12-03\/doc-incyekxv1623243.shtml""]",https://finance.sina.cn/2024-12-03/detail-incyekxv1623243.d.html,"[""https:\/\/finance.sina.cn\/2024-12-03\/detail-incyekxv1623243.d.html"",""http:\/\/finance.sina.cn\/2024-12-03\/detail-incyekxv1623243.d.html""]",,中俄东线天然气管道全线贯通 东部地区供气能力将有效增强,,,光明网消息，记者从国家管网集团获悉，我国单管输气量最大的天然气管道——中俄东线天然气管道（“中俄东线”）于12月2日全线贯通，年输气能力增至380亿立方米...,,cj:comos-ncyekxv1623243:0,,"中俄,天然气,天然气管道,国家管网,上海市",,"1840,1849",,[],[],"295,1059,2509,2516,2519,2544,2676,3076,3318",763639669,,,,,,
,0,"{""stockCharts"":""no"",""stockCode"":"""",""stockMarket"":"""",""mulStockChart"":"""",""isStaticStock"":""""}",2024-12-03 14:16:26+08:00,31,2024-12-03 14:07:31+08:00,2024-12-03 14:16:26+08:00,0,2,0,0,0,1,0,0,0,0,0,0,0,0,comos:ncyekxv1617613,https://finance.sina.com.cn/wm/2024-12-03/doc-incyekxv1617613.shtml,"[""https:\/\/finance.sina.com.cn\/wm\/2024-12-03\/doc-incyekxv1617613.shtml""]",https://finance.sina.cn/2024-12-03/detail-incyekxv1617613.d.html,"[""https:\/\/finance.sina.cn\/2024-12-03\/detail-incyekxv1617613.d.html"",""http:\/\/finance.sina.cn\/2024-12-03\/detail-incyekxv1617613.d.html""]",,总裁潜逃境外？昔日千亿房企祥生控股，紧急声明！,,,昔日千亿房企紧急辟谣。 12月3日，祥生控股集团发布声明称，近日有不法分子撰文，并在媒体渠道上谣传该集团执行董事、总裁陈弘倪先生已潜逃境外。,,cj:comos-ncyekxv1617613:0,,港交所,证券时报,"1850,2000,2013",,[],"[{'u': 'http://n.sinaimg.cn/sinakd20241203s/654/w610h844/20241203/2b5d-02dbd55b28d380da146a1ebccd27b5c0.jpg', 'w': '610', 'h': '844', 't': ''}, {'u': 'http://n.sinaimg.cn/sinakd20241203s/701/w1080h421/20241203/93b5-2fc8075a971b03cf630b8d264c97bb84.png', 'w': '1080', 'h': '421', 't': ''}]","295,746,1082,2509,2516,2517,2519,2544,2671,2674,3318",763631908,,,,,,
,0,"{""stockCharts"":""no"",""stockCode"":"""",""stockMarket"":"""",""mulStockChart"":"""",""isStaticStock"":""""}",2024-12-03 14:32:53+08:00,31,2024-12-03 14:04:41+08:00,2024-12-03 14:32:52+08:00,0,2,0,0,0,1,0,0,0,0,0,0,0,0,comos:ncyekxp1621089,https://finance.sina.com.cn/stock/usstock/c/2024-12-03/doc-incyekxp1621089.shtml,"[""https:\/\/finance.sina.com.cn\/stock\/usstock\/c\/2024-12-03\/doc-incyekxp1621089.shtml""]",https://finance.sina.cn/usstock/mggd/2024-12-03/detail-incyekxp1621089.d.html,"[""https:\/\/finance.sina.cn\/usstock\/mggd\/2024-12-03\/detail-incyekxp1621089.d.html"",""http:\/\/finance.sina.cn\/usstock\/mggd\/2024-12-03\/detail-incyekxp1621089.d.html""]",,印尼拟提高智能手机投资的“本地成分”要求,,,来源：IT之家 IT之家 12 月 3 日消息，据路透社报道，印度尼西亚工业部副部长 Faisol Reza 周二表示，该国计划提高智能手机投资的“本地成分”（local content）要求。,,cj:comos-ncyekxp1621089:0,,,市场资讯,"1840,1850,2018,2032",,[],"[{'u': 'http://n.sinaimg.cn/sinakd20241203s/651/w823h628/20241203/fa3a-49f15d8d27323cd58d3af646401a6aeb.jpg', 'w': '823', 'h': '628', 't': ''}]","295,747,1059,1083,1084,1131,1134,2509,2516,2517,2518,2519,2544,2671,2672,2676,3076,3318",763633254,,1,,,,
,0,"{""stockCharts"":""no"",""stockCode"":"""",""stockMarket"":"""",""mulStockChart"":"""",""isStaticStock"":""""}",2024-12-03 14:44:10+08:00,31,2024-12-03 14:04:09+08:00,2024-12-03 14:44:05+08:00,0,2,0,0,0,1,0,0,0,0,0,0,0,0,comos:ncyeerx1746463,https://finance.sina.com.cn/stock/relnews/cn/2024-12-03/doc-incyeerx1746463.shtml,"[""https:\/\/finance.sina.com.cn\/stock\/relnews\/cn\/2024-12-03\/doc-incyeerx1746463.shtml""]",https://finance.sina.cn/2024-12-03/detail-incyeerx1746463.d.html,"[""https:\/\/finance.sina.cn\/2024-12-03\/detail-incyeerx1746463.d.html"",""http:\/\/finance.sina.cn\/2024-12-03\/detail-incyeerx1746463.d.html""]",,大金融发力，赢时胜大涨10%创历史新高,,,12月3日下午，大金融发力，赢时胜大涨10%创历史新高，哈投股份触及涨停，上证指数短线拉升涨逾0.5%。 ,,cj:comos-ncyeerx1746463:0,,"赢时胜,哈投股份,上证指数",界面,"1850,1884",,"{'u': 'http://n.sinaimg.cn/finance/c30320b4/20210712/wx_poster_finance1.png', 'w': 100, 'h': 100, 't': ''}",[],"295,751,2509,2516,2517,2519,2544,2671,3318",763639603,,,,,,
,0,"{""stockCharts"":""no"",""stockCode"":"""",""stockMarket"":"""",""mulStockChart"":"""",""isStaticStock"":""""}",2024-12-03 14:44:10+08:00,31,2024-12-03 14:03:40+08:00,2024-12-03 14:44:05+08:00,0,2,0,0,0,1,0,0,0,0,0,0,0,0,comos:ncyeerv4969144,https://finance.sina.com.cn/stock/relnews/cn/2024-12-03/doc-incyeerv4969144.shtml,"[""https:\/\/finance.sina.com.cn\/stock\/relnews\/cn\/2024-12-03\/doc-incyeerv4969144.shtml""]",https://finance.sina.cn/2024-12-03/detail-incyeerv4969144.d.html,"[""https:\/\/finance.sina.cn\/2024-12-03\/detail-incyeerv4969144.d.html"",""http:\/\/finance.sina.cn\/2024-12-03\/detail-incyeerv4969144.d.html""]",,证券板块快速拉升，哈投股份涨停,,,12月3日下午，证券板块快速拉升，哈投股份涨停，国元证券、海通证券、湘财股份、华创云信跟涨。,,cj:comos-ncyeerv4969144:0,0,"证券板块,哈投股份,国元证券,海通证券",界面,"1850,1884",,"{'u': 'http://n.sinaimg.cn/finance/c30320b4/20210712/wx_poster_finance1.png', 'w': 100, 'h': 100, 't': ''}",[],"295,751,2509,2516,2517,2519,2544,2671,3318",763639646,,1,,,,
,0,"{""stockCharts"":""\u6e2f\u80a1\u5206\u65f6"",""stockCode"":""00992"",""stockMarket"":""hk"",""mulStockChart"":"""",""isStaticStock"":""""}",2024-12-03 13:59:31+08:00,31,2024-12-03 13:59:26+08:00,2024-12-03 13:59:26+08:00,0,2,0,0,0,1,0,0,0,0,0,0,0,0,comos:ncyeerr1746531,https://finance.sina.com.cn/stock/hkstock/hkgg/2024-12-03/doc-incyeerr1746531.shtml,"[""https:\/\/finance.sina.com.cn\/stock\/hkstock\/hkgg\/2024-12-03\/doc-incyeerr1746531.shtml""]",https://finance.sina.cn/hkstock/ggpj/2024-12-03/detail-incyeerr1746531.d.html,"[""https:\/\/finance.sina.cn\/hkstock\/ggpj\/2024-12-03\/detail-incyeerr1746531.d.html"",""http:\/\/finance.sina.cn\/hkstock\/ggpj\/2024-12-03\/detail-incyeerr1746531.d.html""]",,国信证券：维持联想集团“优于大市”评级 AI驱动业绩增长,,,国信证券发布研究报告称，联想集团（00992）为全球AIPC龙头，智能手机和服务器业务持续增长，维持“优于大市”评级，上调营收预测，预计2025财年至2027财年营业收入各为660亿...,,cj:comos-ncyeerr1746531:0,,"联想集团,国信证券,AI",新浪港股,"1850,2000,2008",,"{'u': 'http://n.sinaimg.cn/finance/c30320b4/20210712/wx_poster_finance1.png', 'w': 100, 'h': 100, 't': ''}",[],"295,746,1082,1095,2509,2516,2517,2519,2544,2671,2674,3318",763629249,,,,,,
,0,"{""stockCharts"":""no"",""stockCode"":"""",""stockMarket"":"""",""mulStockChart"":"""",""isStaticStock"":""""}",2024-12-03 14:32:59+08:00,31,2024-12-03 13:59:09+08:00,2024-12-03 14:32:58+08:00,0,2,0,0,0,1,0,0,0,0,0,0,0,0,comos:ncyekxq8397845,https://finance.sina.com.cn/stock/usstock/c/2024-12-03/doc-incyekxq8397845.shtml,"[""https:\/\/finance.sina.com.cn\/stock\/usstock\/c\/2024-12-03\/doc-incyekxq8397845.shtml""]",https://finance.sina.cn/usstock/mggd/2024-12-03/detail-incyekxq8397845.d.html,"[""https:\/\/finance.sina.cn\/usstock\/mggd\/2024-12-03\/detail-incyekxq8397845.d.html"",""http:\/\/finance.sina.cn\/usstock\/mggd\/2024-12-03\/detail-incyekxq8397845.d.html""]",,特朗普重申：反对日本制铁收购美国钢铁,,,来源：参考消息 参考消息网12月3日报道 据路透社12月2日报道，美国当选总统唐纳德·特朗普2日表示，一系列税收优惠和关税将使美国钢铁公司再次强大起来...,,cj:comos-ncyekxq8397845:0,,,市场资讯,"1840,1850,2018,2032",,"{'u': 'http://n.sinaimg.cn/finance/c30320b4/20210712/wx_poster_finance1.png', 'w': 100, 'h': 100, 't': ''}",[],"295,747,1059,1083,1084,1131,1134,2509,2516,2517,2518,2519,2544,2671,2672,2676,3076,3318",763635187,,,,,,
,0,"{""stockCharts"":""no"",""stockCode"":"""",""stockMarket"":"""",""mulStockChart"":"""",""isStaticStock"":""""}",2024-12-03 14:34:04+08:00,31,2024-12-03 13:58:16+08:00,2024-12-03 14:34:03+08:00,0,2,0,0,0,1,0,0,0,0,0,0,0,0,comos:ncyekxv1623937,https://finance.sina.com.cn/stock/usstock/c/2024-12-03/doc-incyekxv1623937.shtml,"[""https:\/\/finance.sina.com.cn\/stock\/usstock\/c\/2024-12-03\/doc-incyekxv1623937.shtml""]",https://finance.sina.cn/usstock/mggd/2024-12-03/detail-incyekxv1623937.d.html,"[""https:\/\/finance.sina.cn\/usstock\/mggd\/2024-12-03\/detail-incyekxv1623937.d.html"",""http:\/\/finance.sina.cn\/usstock\/mggd\/2024-12-03\/detail-incyekxv1623937.d.html""]",,泽连斯基批朔尔茨与普京通话，朔尔茨回避乌寻求加入北约问题,,,来源：参考消息 参考消息网12月3日报道 据德新社12月2日报道，乌克兰总统泽连斯基2日再次批评德国总理朔尔茨11月中旬与俄罗斯总统普京通电话。,,cj:comos-ncyekxv1623937:0,,,市场资讯,"1840,1850,2018,2032",,"{'u': 'http://n.sinaimg.cn/finance/c30320b4/20210712/wx_poster_finance1.png', 'w': 100, 'h': 100, 't': ''}",[],"295,747,1059,1083,1084,1131,1134,2509,2516,2517,2518,2519,2544,2671,2672,2676,3076,3318",763635582,,,,,,
,0,"{""stockCharts"":""no"",""stockCode"":"""",""stockMarket"":"""",""mulStockChart"":"""",""isStaticStock"":""""}",2024-12-03 14:34:18+08:00,31,2024-12-03 13:57:34+08:00,2024-12-03 14:34:14+08:00,0,2,0,0,0,1,0,0,0,0,0,0,0,0,comos:ncyeerv4969010,https://finance.sina.com.cn/stock/hkstock/ggscyd/2024-12-03/doc-incyeerv4969010.shtml,"[""https:\/\/finance.sina.com.cn\/stock\/hkstock\/ggscyd\/2024-12-03\/doc-incyeerv4969010.shtml""]",https://finance.sina.cn/hkstock/gsxw/2024-12-03/detail-incyeerv4969010.d.html,"[""https:\/\/finance.sina.cn\/hkstock\/gsxw\/2024-12-03\/detail-incyeerv4969010.d.html"",""http:\/\/finance.sina.cn\/hkstock\/gsxw\/2024-12-03\/detail-incyeerv4969010.d.html""]",,埃克森美孚考虑以10亿美元出售新加坡加油站,,,据知情人士透露，石油巨头埃克森美孚正在考虑出售其在新加坡的加油站，此举可能会筹资约10亿美元。知情人士说，埃克森美孚正与财务顾问就可能的处置事宜进行合作。,,cj:comos-ncyeerv4969010:0,,"埃克森美孚,新加坡,加油站,美元,石油巨头",智通财经APP,"1840,1850,2000,2013,2018,2032",,"{'u': 'http://n.sinaimg.cn/finance/c30320b4/20210712/wx_poster_finance1.png', 'w': 100, 'h': 100, 't': ''}",[],"295,746,747,1059,1082,1083,1084,1131,1134,2509,2516,2517,2518,2519,2544,2671,2672,2674,2676,3076,3318",763630268,,,,,,
,0,"{""stockCharts"":""no"",""stockCode"":"""",""stockMarket"":"""",""mulStockChart"":"""",""isStaticStock"":""""}",2024-12-03 14:43:48+08:00,31,2024-12-03 13:56:18+08:00,2024-12-03 14:43:44+08:00,0,2,0,0,0,1,0,0,0,0,0,0,0,0,comos:ncyeerx1744748,https://finance.sina.com.cn/jjxw/2024-12-03/doc-incyeerx1744748.shtml,"[""https:\/\/finance.sina.com.cn\/jjxw\/2024-12-03\/doc-incyeerx1744748.shtml""]",https://finance.sina.cn/2024-12-03/detail-incyeerx1744748.d.html,"[""https:\/\/finance.sina.cn\/2024-12-03\/detail-incyeerx1744748.d.html"",""http:\/\/finance.sina.cn\/2024-12-03\/detail-incyeerx1744748.d.html""]",,美联储关键人物支持12月继续降息，但警告通胀放缓可能陷入停滞,,,记者 刘婷 美联储理事克里斯托弗·沃勒在当地时间周一表示，他倾向于支持12月继续降息。沃勒是联邦公开市场委员会（FOMC）委员，也就是市场俗称的“票委”...,,cj:comos-ncyeerx1744748:0,,"美联储,降息,通胀,理事",界面,"1840,1850,1966,1968,1972,1975,2018,2032",,"{'u': 'http://n.sinaimg.cn/finance/c30320b4/20210712/wx_poster_finance1.png', 'w': 100, 'h': 100, 't': ''}",[],"295,747,1059,1083,1084,1131,1134,2487,2509,2516,2517,2518,2519,2544,2671,2672,2676,3076,3318",763629405,,,,,,
,0,"{""stockCharts"":""\u6e2f\u80a1\u5206\u65f6"",""stockCode"":""00357"",""stockMarket"":""hk"",""mulStockChart"":"""",""isStaticStock"":""""}",2024-12-03 13:55:54+08:00,31,2024-12-03 13:55:50+08:00,2024-12-03 13:55:50+08:00,0,2,0,0,0,1,0,0,0,0,0,0,0,0,comos:ncyeerx1743586,https://finance.sina.com.cn/stock/hkstock/hkgg/2024-12-03/doc-incyeerx1743586.shtml,"[""https:\/\/finance.sina.com.cn\/stock\/hkstock\/hkgg\/2024-12-03\/doc-incyeerx1743586.shtml""]",https://finance.sina.cn/hkstock/ggpj/2024-12-03/detail-incyeerx1743586.d.html,"[""https:\/\/finance.sina.cn\/hkstock\/ggpj\/2024-12-03\/detail-incyeerx1743586.d.html"",""http:\/\/finance.sina.cn\/hkstock\/ggpj\/2024-12-03\/detail-incyeerx1743586.d.html""]",,大摩：维持美兰空港“与大市同步”评级 目标价9.9港元,,,大摩发布研究报告称，维持美兰空港（00357）“与大市同步”评级，目标价9.9港元。 大摩认为，美兰空港近期股价上涨可能是由于预期海南岛将于2025年实行独立海关运作。,,cj:comos-ncyeerx1743586:0,0,"美兰空港,大摩",新浪港股,"1850,2000,2008",,"{'u': 'http://n.sinaimg.cn/finance/c30320b4/20210712/wx_poster_finance1.png', 'w': 100, 'h': 100, 't': ''}",[],"295,746,1082,1095,2509,2516,2517,2519,2544,2671,2674,3318",763628409,,1,,,,
,0,"{""stockCharts"":""no"",""stockCode"":"""",""stockMarket"":"""",""mulStockChart"":"""",""isStaticStock"":""""}",2024-12-03 14:33:55+08:00,31,2024-12-03 13:50:25+08:00,2024-12-03 14:33:54+08:00,0,2,0,0,0,1,0,0,0,0,0,0,0,0,comos:ncyeerv4965766,https://finance.sina.com.cn/jjxw/2024-12-03/doc-incyeerv4965766.shtml,"[""https:\/\/finance.sina.com.cn\/jjxw\/2024-12-03\/doc-incyeerv4965766.shtml""]",https://finance.sina.cn/2024-12-03/detail-incyeerv4965766.d.html,"[""https:\/\/finance.sina.cn\/2024-12-03\/detail-incyeerv4965766.d.html"",""http:\/\/finance.sina.cn\/2024-12-03\/detail-incyeerv4965766.d.html""]",,索尼PS5 Pro引发争议：高价与缺失功能引发粉丝不满,,,来源：环球网 【环球网科技综合报道】近日，索尼推出了PlayStation系列的最新成员——PlayStation 5 Pro，然而这款号称进行了重大升级的游戏机却引发了不小的争议。,,cj:comos-ncyeerv4965766:0,,"索尼,PS5",环球网,"186312,1840,1850,2018,2032",,[],"[{'u': 'http://n.sinaimg.cn/sinakd20241203s/301/w640h461/20241203/4c52-179a4eeeafe5d81b52ac53ebdd5f3e56.jpg', 'w': '640', 'h': '461', 't': ''}]","295,747,1059,1083,1084,1131,1134,2431,2509,2515,2516,2517,2518,2519,2544,2671,2672,2676,3076,3318",763628165,,,,,,
,0,"{""stockCharts"":""no"",""stockCode"":"""",""stockMarket"":"""",""mulStockChart"":"""",""isStaticStock"":""""}",2024-12-03 15:35:06+08:00,31,2024-12-03 13:50:00+08:00,2024-12-03 15:35:01+08:00,0,2,0,0,0,1,0,0,0,0,0,0,0,0,comos:ncyeerx1744697,https://finance.sina.com.cn/roll/2024-12-03/doc-incyeerx1744697.shtml,"[""https:\/\/finance.sina.com.cn\/roll\/2024-12-03\/doc-incyeerx1744697.shtml""]",https://finance.sina.cn/2024-12-03/detail-incyeerx1744697.d.html,"[""https:\/\/finance.sina.cn\/2024-12-03\/detail-incyeerx1744697.d.html"",""http:\/\/finance.sina.cn\/2024-12-03\/detail-incyeerx1744697.d.html""]",,日本央行的12月会议：万事俱备，只欠加息,,,来源：华尔街见闻 虽然市场对日本央行12月加息的预期不断升温，但一些分析师表示，植田和男似乎决心在12月19日会议上再做出决策——此前，他要仔细审视即将发布的数据...,,cj:comos-ncyeerx1744697:0,,"日本央行,加息,利率",市场资讯,"1840,1849,1850,1966,1968,1972,1975,2018,2032",,"{'u': 'http://n.sinaimg.cn/finance/c30320b4/20210712/wx_poster_finance1.png', 'w': 100, 'h': 100, 't': ''}",[],"295,747,1059,1083,1084,1131,1134,2487,2509,2516,2517,2518,2519,2544,2671,2672,2676,3076,3318",763629256,,,,,,
,0,"{""stockCharts"":""no"",""stockCode"":"""",""stockMarket"":"""",""mulStockChart"":"""",""isStaticStock"":""""}",2024-12-03 14:44:11+08:00,31,2024-12-03 13:49:09+08:00,2024-12-03 14:44:06+08:00,0,2,0,0,0,1,0,0,0,0,0,0,0,0,comos:ncyeerx1742173,https://finance.sina.com.cn/jjxw/2024-12-03/doc-incyeerx1742173.shtml,"[""https:\/\/finance.sina.com.cn\/jjxw\/2024-12-03\/doc-incyeerx1742173.shtml""]",https://finance.sina.cn/2024-12-03/detail-incyeerx1742173.d.html,"[""https:\/\/finance.sina.cn\/2024-12-03\/detail-incyeerx1742173.d.html"",""http:\/\/finance.sina.cn\/2024-12-03\/detail-incyeerx1742173.d.html""]",,港股海昌海洋公园盘中涨超30%,,,12月3日下午，港股海昌海洋公园盘中涨超30%，现报0.560港元，当前市值为45.44亿港元。,,cj:comos-ncyeerx1742173:0,0,"港股,市值,海昌海洋公园",界面,"1850,1884",,"{'u': 'http://n.sinaimg.cn/finance/c30320b4/20210712/wx_poster_finance1.png', 'w': 100, 'h': 100, 't': ''}",[],"295,751,2509,2516,2517,2519,2544,2671,3318",763639608,,1,,,,
,0,"{""stockCharts"":""no"",""stockCode"":"""",""stockMarket"":"""",""mulStockChart"":"""",""isStaticStock"":""""}",2024-12-03 14:20:27+08:00,31,2024-12-03 13:45:14+08:00,2024-12-03 14:20:24+08:00,0,2,0,0,0,1,0,0,0,0,0,0,0,0,comos:ncyeerv4963992,https://finance.sina.com.cn/jjxw/2024-12-03/doc-incyeerv4963992.shtml,"[""https:\/\/finance.sina.com.cn\/jjxw\/2024-12-03\/doc-incyeerv4963992.shtml""]",https://finance.sina.cn/2024-12-03/detail-incyeerv4963992.d.html,"[""https:\/\/finance.sina.cn\/2024-12-03\/detail-incyeerv4963992.d.html"",""http:\/\/finance.sina.cn\/2024-12-03\/detail-incyeerv4963992.d.html""]",,外媒披露：乌方敦促北约外长会向乌发出“入约邀请”，预计北约将回避,,,来源：环球网 【环球网报道 记者 陈奕桐】北约定于当地时间12月3日至4日在布鲁塞尔召开今年最后一场成员国外长会。路透社12月3日援引北约外交官说法称...,,cj:comos-ncyeerv4963992:0,,"北约,外长,乌克兰,外媒,环球网",环球网,"1840,1850,2018,2032",,[],"[{'u': 'http://n.sinaimg.cn/sinakd20241203s/195/w640h355/20241203/c564-3436f5cc14d53989cb905f446996ad68.png', 'w': '640', 'h': '355', 't': '乌克兰外长西比加 资料图片 图源：外媒'}]","295,747,1059,1083,1084,1131,1134,2509,2516,2517,2518,2519,2544,2671,2672,2676,3076,3318",763626213,,,,,,
,0,"{""stockCharts"":""no"",""stockCode"":"""",""stockMarket"":"""",""mulStockChart"":"""",""isStaticStock"":""""}",2024-12-03 14:44:10+08:00,31,2024-12-03 13:42:04+08:00,2024-12-03 14:44:06+08:00,0,2,0,0,0,1,0,0,0,0,0,0,0,0,comos:ncyeerx1739974,https://finance.sina.com.cn/jjxw/2024-12-03/doc-incyeerx1739974.shtml,"[""https:\/\/finance.sina.com.cn\/jjxw\/2024-12-03\/doc-incyeerx1739974.shtml""]",https://finance.sina.cn/2024-12-03/detail-incyeerx1739974.d.html,"[""https:\/\/finance.sina.cn\/2024-12-03\/detail-incyeerx1739974.d.html"",""http:\/\/finance.sina.cn\/2024-12-03\/detail-incyeerx1739974.d.html""]",,突发！离岸人民币日内触及7.31关口,,,,,cj:comos-ncyeerx1739974:0,,离岸人民币,每日经济新闻,"1834,1849",,[],[],"295,1058,1686,2509,2516,2519,2544,3318",763639673,,,,,,
,0,"{""stockCharts"":""no"",""stockCode"":"""",""stockMarket"":"""",""mulStockChart"":"""",""isStaticStock"":""""}",2024-12-03 14:44:11+08:00,31,2024-12-03 13:38:35+08:00,2024-12-03 14:44:06+08:00,0,2,0,0,0,1,0,0,0,0,0,0,0,0,comos:ncyeerx1741161,https://finance.sina.com.cn/stock/relnews/cn/2024-12-03/doc-incyeerx1741161.shtml,"[""https:\/\/finance.sina.com.cn\/stock\/relnews\/cn\/2024-12-03\/doc-incyeerx1741161.shtml""]",https://finance.sina.cn/2024-12-03/detail-incyeerx1741161.d.html,"[""https:\/\/finance.sina.cn\/2024-12-03\/detail-incyeerx1741161.d.html"",""http:\/\/finance.sina.cn\/2024-12-03\/detail-incyeerx1741161.d.html""]",,中科曙光午后直线跳水跌超7%,,,转自：财联社【中科曙光午后直线跳水跌超7%】财联社12月3日电，中科曙光短线跳水跌超7%，成交额超70亿元，云天励飞、中国长城、浪潮信息、中国软件、东方国信等纷纷跟跌。,,cj:comos-ncyeerx1741161:0,,"中科曙光,财联社,云天励飞,中国长城,浪潮信息",财联社,"1849,1850,1884",,"{'u': 'http://n.sinaimg.cn/finance/c30320b4/20210712/wx_poster_finance1.png', 'w': 100, 'h': 100, 't': ''}",[],"295,751,2509,2516,2517,2519,2544,2671,3318",763639602,,1,,,,
,0,"{""stockCharts"":""no"",""stockCode"":"""",""stockMarket"":"""",""mulStockChart"":"""",""isStaticStock"":""""}",2024-12-03 14:44:14+08:00,31,2024-12-03 13:35:12+08:00,2024-12-03 14:44:06+08:00,0,2,0,0,0,1,0,0,0,0,0,0,0,0,comos:ncyeerv4962501,https://finance.sina.com.cn/roll/2024-12-03/doc-incyeerv4962501.shtml,"[""https:\/\/finance.sina.com.cn\/roll\/2024-12-03\/doc-incyeerv4962501.shtml""]",https://finance.sina.cn/2024-12-03/detail-incyeerv4962501.d.html,"[""https:\/\/finance.sina.cn\/2024-12-03\/detail-incyeerv4962501.d.html"",""http:\/\/finance.sina.cn\/2024-12-03\/detail-incyeerv4962501.d.html""]",,电力板块午后拉升 广安爱众涨停,,,转自：上海证券报·中国证券网 上证报中国证券网讯 12月3日，电力板块午后拉升，截至13时32分，广安爱众涨停，川投能源、惠天热电、杭州热电、国投电力等跟涨。,,cj:comos-ncyeerv4962501:0,,"电力,广安爱众,国投电力,证券,上海证券报",上海证券报,"1849,1850,1884",,"{'u': 'http://n.sinaimg.cn/finance/c30320b4/20210712/wx_poster_finance1.png', 'w': 100, 'h': 100, 't': ''}",[],"295,751,2509,2516,2517,2519,2544,2671,3318",763639614,,,,,,
,0,"{""stockCharts"":""no"",""stockCode"":"""",""stockMarket"":"""",""mulStockChart"":"""",""isStaticStock"":""""}",2024-12-03 14:44:13+08:00,31,2024-12-03 13:29:01+08:00,2024-12-03 14:44:06+08:00,0,2,0,0,0,1,0,0,0,0,0,0,0,0,comos:ncyeerx1735739,https://finance.sina.com.cn/stock/relnews/cn/2024-12-03/doc-incyeerx1735739.shtml,"[""https:\/\/finance.sina.com.cn\/stock\/relnews\/cn\/2024-12-03\/doc-incyeerx1735739.shtml""]",https://finance.sina.cn/2024-12-03/detail-incyeerx1735739.d.html,"[""https:\/\/finance.sina.cn\/2024-12-03\/detail-incyeerx1735739.d.html"",""http:\/\/finance.sina.cn\/2024-12-03\/detail-incyeerx1735739.d.html""]",,电力板块拉升，川投能源涨超8%,,,12月3日下午，电力板块拉升，川投能源涨超8%，中国核电、中国广核、杭州热电、华能水电震荡走高。,,cj:comos-ncyeerx1735739:0,,"电力,川投能源,热电,华能水电,中国广核",界面,"1850,1884",,"{'u': 'http://n.sinaimg.cn/finance/c30320b4/20210712/wx_poster_finance1.png', 'w': 100, 'h': 100, 't': ''}",[],"295,751,2509,2516,2517,2519,2544,2671,3318",763639611,,,,,,
